Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,"Educational 
Option Type","NSLP 
Provision 
Status","Charter 
School 
(Y/N)","Charter 
School 
Number","Charter 
Funding 
Type",IRC,Low Grade,High Grade,"Enrollment 
(K-12)","Free Meal 
Count 
(K-12)","Percent (%) 
Eligible Free 
(K-12)","FRPM Count 
(K-12)","Percent (%) 
Eligible FRPM 
(K-12)","Enrollment 
(Ages 5-17)","Free Meal 
Count 
(Ages 5-17)","Percent (%) 
Eligible Free 
(Ages 5-17)","FRPM Count 
(Ages 5-17)","Percent (%) 
Eligible FRPM 
(Ages 5-17)","CALPADS Fall 1 
Certification Status"
2021-2022,37,68296,3730074,San Diego,Poway Unified,Mt. Carmel High,Unified School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,1857,293,15.80%,311,16.70%,1808,284,15.70%,300,16.60%,Y
2021-2022,37,68296,1,San Diego,Poway Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64,5,7.80%,5,7.80%,47,4,8.50%,4,8.50%,Y
2021-2022,37,68296,108332,San Diego,Poway Unified,Oak Valley Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,6,8,1505,116,7.70%,122,8.10%,1505,116,7.70%,122,8.10%,Y
2021-2022,37,68296,6085088,San Diego,Poway Unified,Painted Rock Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,581,39,6.70%,44,7.60%,576,39,6.80%,44,7.60%,Y
2021-2022,37,68296,6111314,San Diego,Poway Unified,Park Village Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,556,48,8.60%,48,8.60%,545,47,8.60%,47,8.60%,Y
2021-2022,37,68296,6039002,San Diego,Poway Unified,Pomerado Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,351,97,27.60%,104,29.60%,344,95,27.60%,102,29.70%,Y
2021-2022,37,68296,3735867,San Diego,Poway Unified,Poway High,Unified School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,2275,473,20.80%,498,21.90%,2208,454,20.60%,479,21.70%,Y
2021-2022,37,68296,3730819,San Diego,Poway Unified,Rancho Bernardo High,Unified School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,2334,291,12.50%,304,13.00%,2267,285,12.60%,298,13.10%,Y
2021-2022,37,68296,6097208,San Diego,Poway Unified,Rolling Hills Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,434,55,12.70%,57,13.10%,427,55,12.90%,57,13.30%,Y
2021-2022,37,68296,6114854,San Diego,Poway Unified,Shoal Creek Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,480,63,13.10%,67,14.00%,467,60,12.80%,64,13.70%,Y
2021-2022,37,68296,102822,San Diego,Poway Unified,Stone Ranch Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,748,58,7.80%,60,8.00%,735,58,7.90%,60,8.20%,Y
2021-2022,37,68296,6099444,San Diego,Poway Unified,Sundance Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,383,55,14.40%,58,15.10%,368,52,14.10%,55,14.90%,Y
2021-2022,37,68296,6093231,San Diego,Poway Unified,Sunset Hills Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,395,29,7.30%,31,7.80%,390,28,7.20%,30,7.70%,Y
2021-2022,37,68296,6095053,San Diego,Poway Unified,Tierra Bonita Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,380,29,7.60%,32,8.40%,374,29,7.80%,32,8.60%,Y
2021-2022,37,68296,6109326,San Diego,Poway Unified,Turtleback Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,500,67,13.40%,69,13.80%,489,67,13.70%,69,14.10%,Y
2021-2022,37,68296,6070866,San Diego,Poway Unified,Twin Peaks Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,N,N/A,N/A,N,6,8,1129,178,15.80%,193,17.10%,1129,178,15.80%,193,17.10%,Y
2021-2022,37,68296,6039010,San Diego,Poway Unified,Valley Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,669,239,35.70%,252,37.70%,661,238,36.00%,251,38.00%,Y
2021-2022,37,68296,3731528,San Diego,Poway Unified,Westview High,Unified School District,High Schools (Public),Traditional,N/A,N,N/A,N/A,N,9,12,2351,224,9.50%,233,9.90%,2305,217,9.40%,226,9.80%,Y
2021-2022,37,68296,6070858,San Diego,Poway Unified,Westwood Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,794,110,13.90%,110,13.90%,776,108,13.90%,108,13.90%,Y
2021-2022,37,68296,116764,San Diego,Poway Unified,Willow Grove Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,5,756,89,11.80%,92,12.20%,738,86,11.70%,89,12.10%,Y
2021-2022,37,68304,6110720,San Diego,Ramona City Unified,Barnett Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,N,N/A,N/A,N,K,6,452,96,21.20%,128,28.30%,441,95,21.50%,126,28.60%,Y
